timestamp_us,up,down,left,right
386066366,1,0,0,0
389042949,0,0,1,0
390265603,1,0,0,0
392208919,0,0,0,1
393444567,1,0,0,0
395399463,0,0,0,1
396103783,1,0,0,0
401630871,0,0,0,1
403337438,1,0,0,0
406308293,0,0,1,0
410428045,1,0,0,0
414944330,0,0,0,1
415856325,1,0,0,0
422330263,0,1,0,0
423218295,0,0,1,0
427315136,0,1,0,0
430454882,0,0,0,0
