timestamp_us,up,down,left,right
135565454,0,0,1,0
136570210,1,0,0,0
139014850,0,0,0,1
143845386,1,0,0,0
144340119,0,1,0,0
146179944,0,0,1,0
147388888,1,0,0,0
151083891,0,0,0,1
151630390,1,0,0,0
153868271,0,0,1,0
154176201,1,0,0,0
157963242,0,0,0,0
