timestamp_us,up,down,left,right
178626256,1,0,0,0
180241580,0,0,0,0
180769501,0,1,0,0
183133918,0,0,0,0
183847194,0,0,0,1
188882265,1,0,0,0
192674584,0,0,0,1
193782852,1,0,0,0
199224851,0,0,0,0
200333237,0,1,0,0
205166955,0,0,0,0
205640106,0,0,0,1
207878287,0,0,0,0
208341420,1,0,0,0
208922025,0,0,0,1
213622776,1,0,0,0
218154368,0,0,1,0
227299273,0,0,0,0
227730586,0,1,0,0
233620545,0,0,0,0
234102420,0,0,1,0
235431647,1,0,0,0
236072008,0,0,0,1
238495274,0,0,0,0
