timestamp_us,up,down,left,right
25942448,1,0,0,0
31569861,0,0,0,1
33192419,1,0,0,0
37939878,0,0,1,0
42816908,0,1,0,0
47632854,0,0,0,0
48898327,0,0,1,0
50798382,1,0,0,0
57375362,0,0,0,1
58681174,1,0,0,0
62859748,0,0,0,1
71210809,1,0,0,0
72939302,0,0,0,0
75979808,1,0,0,0
79457894,0,0,0,0
80172311,0,1,0,0
83974960,0,0,0,0
