timestamp_us,up,down,left,right
307396430,1,0,0,0
308884254,0,0,0,1
310126427,1,0,0,0
313232270,0,0,1,0
314123882,1,0,0,0
317097078,0,0,1,0
317919281,1,0,0,0
321288088,0,1,0,0
323655251,0,0,0,1
324559268,1,0,0,0
325769336,0,0,0,1
330001417,1,0,0,0
332350281,0,0,1,0
333053637,1,0,0,0
333687615,0,0,0,1
334192498,1,0,0,0
337381957,0,0,1,0
339194887,1,0,0,0
344739363,0,0,0,0
345749302,0,1,0,0
347299617,0,0,1,0
349112215,0,0,0,0
