timestamp_us,up,down,left,right
431586549,1,0,0,0
438746234,0,0,0,1
441983376,0,0,0,0
442635516,0,1,0,0
446541297,0,0,0,0
447258336,0,0,1,0
448804952,1,0,0,0
451236363,0,0,0,1
452202052,1,0,0,0
461970356,0,0,0,0
462194293,0,1,0,0
468839275,0,0,0,0
469860876,0,0,0,1
470801424,1,0,0,0
474596885,0,0,0,1
484192353,0,0,0,0
485164699,0,1,0,0
485914689,0,0,0,0
487207020,0,0,1,0
490083312,1,0,0,0
492722354,0,0,1,0
500711327,0,0,0,0
